No.	A	->	B		C		D	Left side feats	Right side feats	Scope	Hits	Reliability	Confidence	examples	exceptions
846	e	->	e	/	X 	__	ns	[]	[]	13	9	0.692	0.588	kompens, tens, dispens, rekompens, prens, trens, kondens, sens, adens	pens, komens, insens, repens
80	e	->	e	/	X m	__	nt	[]	[]	26	17	0.654	0.584	koment, awment, aliment, eksperiment, lament, iNkrement, argument, foment, atorment, komplement, dokument, ferment, kumpliment, kondiment, pabiment, sement, suplement	ment, siment, eskarment, reximent, salpiment, ament, kasament, desiment, sement
1100	e	->	e	/	X os	__	 y	[]	[]	12	9	0.75	0.58	proses, koseC, manose, kurjose, bose, kose, maripose, ermose, akose	soseg, desasoseg, asoseg
1659	e	->	e	/	X emp	__	 y	[]	[]	10	7	0.7	0.579	empeñ, desempeñ, atemper, emperr, kontemper, empern, temper	empes, desempedr, empedr
55	e	->	e	/	X es	__	 y	[]	[]	23	15	0.652	0.578	present, dese, represent, reserb, presensj, preserb, deseC, reset, kabese, resel, desert, adesent, desek, desentr, sese	akresent, resent, entreserr, desel, desent, deserb, deserr, sobresembr
123	e	->	e	/	X ns	__	 y	[]	[]	23	15	0.652	0.578	enseñ, konserb, konsentr, akonsex, insendj, balanse, insert, kansel, desakonsex, bronse, sinsel, alanse, Canse, kontrabalanse, enser	enserr, deskonsert, konsert, konseptw, insens, deskonseptw, desenserr, ensent
1905	e	->	e	/	X 	__	st y	[]	[]	23	15	0.652	0.578	kontest, prest, molest, protest, rest, detest, kontrarrest, apest, aprest, arrest, infest, amonest, amaestr, kontramanifest, eNkabestr	est, manifest, asest, enest, atest, estrj, adestr, inest
243	e	->	e	/	X r	__	g y	[]	[]	15	10	0.667	0.572	entreg, arregl, agreg, impregn, segreg, koNgreg, breg, disgreg, desarregl, desagreg	reg, freg, restreg, refreg, estreg
61	e	->	e	/	X pres	__	nt	[]	[]	2	2	1.0	0.57	present, represent	
319	e	->	e	/	X mpl	__	 y	[]	[]	2	2	1.0	0.57	emple, komplet	
339	e	->	e	/	X s	__	ñ	[]	[]	2	2	1.0	0.57	enseñ, diseñ	
385	e	->	e	/	resp	__	 y	[]	[]	2	2	1.0	0.57	respet, respekt	
400	e	->	e	/	pres	__	n y	[]	[]	2	2	1.0	0.57	present, presensj	
421	e	->	e	/	X emp	__	ñ	[]	[]	2	2	1.0	0.57	empeñ, desempeñ	
434	e	->	e	/	entr	__	 y	[]	[]	2	2	1.0	0.57	entreg, entren	
447	e	->	e	/	X sel	__	 y	[]	[]	2	2	1.0	0.57	selebr, aseler	
475	e	->	e	/	X s	__	rk	[]	[]	2	2	1.0	0.57	aserk, serk	
478	e	->	e	/	X el	__		[]	[]	2	2	1.0	0.57	pele, kaskabele	
492	e	->	e	/	X tr	__	n	[]	[]	2	2	1.0	0.57	entren, estren	
516	e	->	e	/	X p	__	k y	[]	[]	2	2	1.0	0.57	respekt, pek	
529	e	->	e	/	X x	__	t	[]	[]	2	2	1.0	0.57	suxet, obxet	
570	e	->	e	/	X om	__	nt	[]	[]	2	2	1.0	0.57	koment, foment	
581	e	->	e	/	X res	__	rb	[]	[]	2	2	1.0	0.57	reserb, preserb	
600	e	->	e	/	X t	__	nsj	[]	[]	2	2	1.0	0.57	potensj, sentensj	
605	e	->	e	/	p	__	s y	[]	[]	2	2	1.0	0.57	pes, pesk	
632	e	->	e	/	X esp	__	r	[]	[]	2	2	1.0	0.57	esper, desesper	
639	e	->	e	/	al	__	g y	[]	[]	2	2	1.0	0.57	alegr, aleg	
668	e	->	e	/	det	__	 y	[]	[]	2	2	1.0	0.57	detekt, detest	
747	e	->	e	/	X st	__	nt	[]	[]	2	2	1.0	0.57	sustent, ostent	
784	e	->	e	/	X egr	__	 y	[]	[]	2	2	1.0	0.57	regres, segreg	
801	e	->	e	/	X p	__	n	[]	[]	2	2	1.0	0.57	apen, pen	
812	e	->	e	/	X ben	__	 y	[]	[]	2	2	1.0	0.57	enbenen, bener	
863	e	->	e	/	X pr	__	s	[]	[]	2	2	1.0	0.57	ekspres, apres	
872	e	->	e	/	X s	__	nd y	[]	[]	2	2	1.0	0.57	asend, insendj	
875	e	->	e	/	pr	__	s y	[]	[]	2	2	1.0	0.57	prest, presj	
883	e	->	e	/	X s	__	nsj	[]	[]	2	2	1.0	0.57	presensj, lisensj	
911	e	->	e	/	X tr	__		[]	[]	2	2	1.0	0.57	rastre, deletre	
921	e	->	e	/	disp	__	 y	[]	[]	2	2	1.0	0.57	dispens, dispers	
931	e	->	e	/	X sem	__	x	[]	[]	2	2	1.0	0.57	asemex, semex	
960	e	->	e	/	X num	__	r	[]	[]	2	2	1.0	0.57	enumer, numer	
978	e	->	e	/	X od	__	r	[]	[]	2	2	1.0	0.57	apoder, moder	
979	e	->	e	/	mod	__	 y	[]	[]	2	2	1.0	0.57	model, moder	
981	e	->	e	/	obs	__	 y	[]	[]	2	2	1.0	0.57	obserb, obsekj	
986	e	->	e	/	X komp	__	ns	[]	[]	2	2	1.0	0.57	kompens, rekompens	
1050	e	->	e	/	X 	__	rm	[]	[]	2	2	1.0	0.57	enferm, merm	
1068	e	->	e	/	X b	__	rs	[]	[]	2	2	1.0	0.57	konbers, bers	
1090	e	->	e	/	X ekr	__	t	[]	[]	2	2	1.0	0.57	dekret, sekret	
1106	e	->	e	/	X el	__	g	[]	[]	2	2	1.0	0.57	releg, deleg	
1120	e	->	e	/	X eNkad	__	n	[]	[]	2	2	1.0	0.57	deseNkaden, eNkaden	
1133	e	->	e	/	X pl	__	t	[]	[]	2	2	1.0	0.57	komplet, replet	
1160	e	->	e	/	pat	__	 y	[]	[]	2	2	1.0	0.57	patent, pate	
1163	e	->	e	/	X 	__	sk	[]	[]	2	2	1.0	0.57	pesk, refresk	
1165	e	->	e	/	X pr	__	st	[]	[]	2	2	1.0	0.57	prest, aprest	
1180	e	->	e	/	X bus	__		[]	[]	2	2	1.0	0.57	balbuse, buse	
1183	e	->	e	/	X 	__	rsj	[]	[]	2	2	1.0	0.57	tersj, komersj	
1188	e	->	e	/	X r	__	p	[]	[]	2	2	1.0	0.57	trep, diskrep	
1189	e	->	e	/	X 	__	p	[]	[]	2	2	1.0	0.57	trep, diskrep	
1202	e	->	e	/	X arr	__	st	[]	[]	2	2	1.0	0.57	kontrarrest, arrest	
1203	e	->	e	/	arr	__	s y	[]	[]	2	2	1.0	0.57	arresj, arrest	
1209	e	->	e	/	X l	__	s y	[]	[]	2	2	1.0	0.57	molest, embeles	
1211	e	->	e	/	X Nkr	__	 y	[]	[]	2	2	1.0	0.57	koNkret, eNkresp	
1234	e	->	e	/	empar	__	 y	[]	[]	2	2	1.0	0.57	emparent, emparex	
1244	e	->	e	/	rem	__	d y	[]	[]	2	2	1.0	0.57	remedj, remed	
1252	e	->	e	/	X id	__	n y	[]	[]	2	2	1.0	0.57	ebidensj, aksident	
1289	e	->	e	/	X 	__	rg	[]	[]	2	2	1.0	0.57	alberg, posterg	
1295	e	->	e	/	X gat	__		[]	[]	2	2	1.0	0.57	gate, regate	
1306	e	->	e	/	esp	__	 y	[]	[]	2	2	1.0	0.57	esper, espes	
1311	e	->	e	/	X s	__	pt	[]	[]	2	2	1.0	0.57	asept, intersept	
1338	e	->	e	/	l	__	 y	[]	[]	2	2	1.0	0.57	leg, leb	
1342	e	->	e	/	X spr	__	sj	[]	[]	2	2	1.0	0.57	despresj, menospresj	
1345	e	->	e	/	X et	__	k y	[]	[]	2	2	1.0	0.57	detekt, pretekst	
1348	e	->	e	/	X konsid	__	r	[]	[]	2	2	1.0	0.57	konsider, rekonsider	
1354	e	->	e	/	X st	__	s y	[]	[]	2	2	1.0	0.57	bostes, anestesj	
1373	e	->	e	/	pr	__	n y	[]	[]	2	2	1.0	0.57	prend, prens	
1378	e	->	e	/	X r	__	ns	[]	[]	2	2	1.0	0.57	prens, trens	
1383	e	->	e	/	X pr	__	mj	[]	[]	2	2	1.0	0.57	premj, apremj	
1393	e	->	e	/	X lad	__		[]	[]	2	2	1.0	0.57	lade, palade	
1395	e	->	e	/	X exen	__	r	[]	[]	2	2	1.0	0.57	dexener, rexener	
1407	e	->	e	/	kond	__	n y	[]	[]	2	2	1.0	0.57	konden, kondens	
1426	e	->	e	/	X ord	__	n	[]	[]	2	2	1.0	0.57	orden, desorden	
1428	e	->	e	/	X um	__	nt	[]	[]	2	2	1.0	0.57	argument, dokument	
1435	e	->	e	/	m	__	d y	[]	[]	2	2	1.0	0.57	medj, medr	
1443	e	->	e	/	X der	__	s	[]	[]	2	2	1.0	0.57	enderes, aderes	
1462	e	->	e	/	X el	__	b	[]	[]	2	2	1.0	0.57	eleb, releb	
1463	e	->	e	/	rel	__	 y	[]	[]	2	2	1.0	0.57	releg, releb	
1471	e	->	e	/	X laNk	__		[]	[]	2	2	1.0	0.57	flaNke, blaNke	
1482	e	->	e	/	X lib	__	r y	[]	[]	2	2	1.0	0.57	libert, deliber	
1500	e	->	e	/	X rom	__	 y	[]	[]	2	2	1.0	0.57	brome, promedj	
1501	e	->	e	/	X om	__	dj	[]	[]	2	2	1.0	0.57	komedj, promedj	
1509	e	->	e	/	X par	__		[]	[]	2	2	1.0	0.57	apare, pare	
1514	e	->	e	/	X ers	__	 y	[]	[]	2	2	1.0	0.57	intersept, sersen	
1516	e	->	e	/	X fer	__	nsj	[]	[]	2	2	1.0	0.57	diferensj, konferensj	
1518	e	->	e	/	X aprob	__	C	[]	[]	2	2	1.0	0.57	aprobeC, desaprobeC	
1545	e	->	e	/	X lor	__		[]	[]	2	2	1.0	0.57	kolore, flore	
1549	e	->	e	/	ord	__	 y	[]	[]	2	2	1.0	0.57	orden, ordeñ	
1550	e	->	e	/	X d	__	ñ	[]	[]	2	2	1.0	0.57	desdeñ, ordeñ	
1556	e	->	e	/	X lim	__	nt	[]	[]	2	2	1.0	0.57	aliment, kumpliment	
1559	e	->	e	/	X sp	__	C	[]	[]	2	2	1.0	0.57	sospeC, despeC	
1585	e	->	e	/	X akons	__	x	[]	[]	2	2	1.0	0.57	akonsex, desakonsex	
1632	e	->	e	/	X od	__		[]	[]	2	2	1.0	0.57	rode, kode	
1644	e	->	e	/	X aws	__	 y	[]	[]	2	2	1.0	0.57	awsent, nawse	
1667	e	->	e	/	X bal	__		[]	[]	2	2	1.0	0.57	tambale, bale	
1672	e	->	e	/	X urr	__		[]	[]	2	2	1.0	0.57	kanturre, Capurre	
1677	e	->	e	/	X enr	__	d	[]	[]	2	2	1.0	0.57	enred, desenred	
1683	e	->	e	/	X fl	__	 y	[]	[]	2	2	1.0	0.57	reflex, flet	
1687	e	->	e	/	m	__	r y	[]	[]	2	2	1.0	0.57	merm, merk	
1713	e	->	e	/	X lt	__	r	[]	[]	2	2	1.0	0.57	alter, adulter	
1729	e	->	e	/	X kab	__	s	[]	[]	2	2	1.0	0.57	eNkabes, deskabes	
1750	e	->	e	/	X lot	__		[]	[]	2	2	1.0	0.57	rebolote, parlote	
1752	e	->	e	/	X seb	__	r	[]	[]	2	2	1.0	0.57	aseber, perseber	
1789	e	->	e	/	X erm	__	 y	[]	[]	2	2	1.0	0.57	ferment, intermedj	
1823	e	->	e	/	X ap	__	s y	[]	[]	2	2	1.0	0.57	apest, kontrapes	
1859	e	->	e	/	kos	__	 y	[]	[]	2	2	1.0	0.57	koseC, kose	
1866	e	->	e	/	X ot	__	x	[]	[]	2	2	1.0	0.57	motex, kotex	
1888	e	->	e	/	X enax	__	 y	[]	[]	2	2	1.0	0.57	enaxen, omenaxe	
1896	e	->	e	/	X ix	__	r	[]	[]	2	2	1.0	0.57	alixer, refrixer	
1901	e	->	e	/	X rot	__		[]	[]	2	2	1.0	0.57	Cisporrote, tirote	
1915	e	->	e	/	X ald	__		[]	[]	2	2	1.0	0.57	kalde, balde	
1917	e	->	e	/	X aNx	__		[]	[]	2	2	1.0	0.57	graNxe, kaNxe	
1922	e	->	e	/	komp	__	n y	[]	[]	2	2	1.0	0.57	kompens, kompendj	
1924	e	->	e	/	X p	__	ndj	[]	[]	2	2	1.0	0.57	bilipendj, kompendj	
1938	e	->	e	/	X er	__	d	[]	[]	2	2	1.0	0.57	ered, desered	
1939	e	->	e	/	X ser	__	 y	[]	[]	2	2	1.0	0.57	seren, desered	
1943	e	->	e	/	X inf	__	kt	[]	[]	2	2	1.0	0.57	infekt, desinfekt	
1946	e	->	e	/	X sgr	__	 y	[]	[]	2	2	1.0	0.57	desgreñ, disgreg	
1957	e	->	e	/	X lam	__	 y	[]	[]	2	2	1.0	0.57	lament, flame	
1963	e	->	e	/	iNx	__	 y	[]	[]	2	2	1.0	0.57	iNxenj, iNxert	
1972	e	->	e	/	X mot	__		[]	[]	2	2	1.0	0.57	ximote, mote	
1973	e	->	e	/	mot	__	 y	[]	[]	2	2	1.0	0.57	motex, mote	
1990	e	->	e	/	X fr	__	nt	[]	[]	2	2	1.0	0.57	enfrent, afrent	
1992	e	->	e	/	X il	__	 y	[]	[]	2	2	1.0	0.57	silensj, alfiler	
1996	e	->	e	/	X ex	__	nt	[]	[]	2	2	1.0	0.57	rexent, abexent	
2003	e	->	e	/	X ns	__	l	[]	[]	2	2	1.0	0.57	kansel, sinsel	
2022	e	->	e	/	X skr	__	 y	[]	[]	2	2	1.0	0.57	diskrep, ekskret	
2033	e	->	e	/	X rim	__	 y	[]	[]	2	2	1.0	0.57	eksperiment, lagrime	
2044	e	->	e	/	X ls	__	 y	[]	[]	2	2	1.0	0.57	false, ulser	
2052	e	->	e	/	ad	__	n y	[]	[]	2	2	1.0	0.57	adentr, adens	
2054	e	->	e	/	X d	__	ns	[]	[]	2	2	1.0	0.57	kondens, adens	
2058	e	->	e	/	X edr	__	 y	[]	[]	2	2	1.0	0.57	amedrent, apedre	
2074	e	->	e	/	koNx	__	 y	[]	[]	2	2	1.0	0.57	koNxel, koNxenj	
2075	e	->	e	/	X Nx	__	nj	[]	[]	2	2	1.0	0.57	iNxenj, koNxenj	
2083	e	->	e	/	X koNx	__	l	[]	[]	2	2	1.0	0.57	koNxel, deskoNxel	
2092	e	->	e	/	X nib	__	l	[]	[]	2	2	1.0	0.57	nibel, desnibel	
2106	e	->	e	/	X alb	__	 y	[]	[]	2	2	1.0	0.57	alberg, eNxalbeg	
2107	e	->	e	/	X b	__	g	[]	[]	2	2	1.0	0.57	nabeg, eNxalbeg	
2111	e	->	e	/	X ant	__	 y	[]	[]	2	2	1.0	0.57	desmantel, galante	
2114	e	->	e	/	X am	__		[]	[]	2	2	1.0	0.57	flame, jame	
2119	e	->	e	/	X bet	__		[]	[]	2	2	1.0	0.57	klabete, ribete	
2127	e	->	e	/	X ket	__		[]	[]	2	2	1.0	0.57	kokete, trakete	
2151	e	->	e	/	X kol	__	kt	[]	[]	2	2	1.0	0.57	rekolekt, kolekt	
2152	e	->	e	/	kol	__	 y	[]	[]	2	2	1.0	0.57	kole, kolekt	
2157	e	->	e	/	depr	__	 y	[]	[]	2	2	1.0	0.57	depresj, depred	
2166	e	->	e	/	X arr	__	gl	[]	[]	2	2	1.0	0.57	arregl, desarregl	
2175	e	->	e	/	X a	__	s y	[]	[]	2	2	1.0	0.57	amaestr, eNxaes	
2184	e	->	e	/	X it	__	r	[]	[]	2	2	1.0	0.57	reiter, iter	
2207	e	->	e	/	X plem	__	nt	[]	[]	2	2	1.0	0.57	komplement, suplement	
2213	e	->	e	/	X s	__	kj	[]	[]	2	2	1.0	0.57	obsekj, asekj	
2217	e	->	e	/	X kwart	__	 y	[]	[]	2	2	1.0	0.57	kwarte, akwartel	
2219	e	->	e	/	agr	__	 y	[]	[]	2	2	1.0	0.57	agreg, agremj	
2227	e	->	e	/	X lbor	__		[]	[]	2	2	1.0	0.57	espolbore, albore	
2230	e	->	e	/	X m	__	Ngw	[]	[]	2	2	1.0	0.57	meNgw, ameNgw	
2246	e	->	e	/	X apal	__		[]	[]	2	2	1.0	0.57	apale, Capale	
2250	e	->	e	/	X lok	__		[]	[]	2	2	1.0	0.57	bloke, kloke	
2252	e	->	e	/	X glom	__	r	[]	[]	2	2	1.0	0.57	aglomer, koNglomer	
2253	e	->	e	/	X om	__	r	[]	[]	2	2	1.0	0.57	aglomer, koNglomer	
2268	e	->	e	/	X band	__	 y	[]	[]	2	2	1.0	0.57	kontrabande, embander	
2283	e	->	e	/	X ron	__		[]	[]	2	2	1.0	0.57	ronrone, fanfarrone	
2294	e	->	e	/	X let	__		[]	[]	2	2	1.0	0.57	alete, tablete	
2321	e	->	e	/	X rx	__	 y	[]	[]	2	2	1.0	0.57	gorxe, arxent	
2323	e	->	e	/	X sol	__		[]	[]	2	2	1.0	0.57	sole, asole	
2330	e	->	e	/	X añ	__	 y	[]	[]	2	2	1.0	0.57	pestañe, añex	
2336	e	->	e	/	X ux	__	 y	[]	[]	2	2	1.0	0.57	suxet, burbuxe	
2343	e	->	e	/	X sm	__		[]	[]	2	2	1.0	0.57	usme, Cisme	
2350	e	->	e	/	X balans	__		[]	[]	2	2	1.0	0.57	balanse, kontrabalanse	
2365	e	->	e	/	X spar	__	 y	[]	[]	2	2	1.0	0.57	transparent, desparex	
2382	e	->	e	/	enfr	__	n y	[]	[]	2	2	1.0	0.57	enfrent, enfren	
2395	e	->	e	/	X ks	__		[]	[]	2	2	1.0	0.57	bokse, fakse	
2418	e	->	e	/	X pap	__	l	[]	[]	2	2	1.0	0.57	empapel, traspapel	
2426	e	->	e	/	X b	__	d	[]	[]	2	2	1.0	0.57	bed, abobed	
2429	e	->	e	/	X s	__	d	[]	[]	2	2	1.0	0.57	sed, ased	
2430	e	->	e	/	as	__	d y	[]	[]	2	2	1.0	0.57	asedj, ased	
2438	e	->	e	/	X kos	__		[]	[]	2	2	1.0	0.57	kose, akose	
2442	e	->	e	/	X d	__	l	[]	[]	2	2	1.0	0.57	model, akordel	
2450	e	->	e	/	X del	__	 y	[]	[]	2	2	1.0	0.57	deleg, adelent	
2475	e	->	e	/	X art	__	l	[]	[]	2	2	1.0	0.57	akwartel, amartel	
2478	e	->	e	/	amon	__	 y	[]	[]	2	2	1.0	0.57	amonest, amoned	
2501	e	->	e	/	barr	__	 y	[]	[]	2	2	1.0	0.57	barren, barre	
2505	e	->	e	/	X bat	__		[]	[]	2	2	1.0	0.57	garabate, bate	
2512	e	->	e	/	X and	__		[]	[]	2	2	1.0	0.57	kontrabande, blande	
2522	e	->	e	/	X ton	__		[]	[]	2	2	1.0	0.57	bastone, kantone	
2524	e	->	e	/	X kar	__		[]	[]	2	2	1.0	0.57	kakare, kare	
2526	e	->	e	/	X rret	__		[]	[]	2	2	1.0	0.57	korrete, karrete	
2534	e	->	e	/	X isk	__		[]	[]	2	2	1.0	0.57	biske, sejiske	
2545	e	->	e	/	X C	__		[]	[]	2	2	1.0	0.57	abuCe, CiCe	
2548	e	->	e	/	X karr	__		[]	[]	2	2	1.0	0.57	akarre, Cokarre	
2550	e	->	e	/	X ask	__		[]	[]	2	2	1.0	0.57	Caske, Curraske	
2553	e	->	e	/	X bard	__		[]	[]	2	2	1.0	0.57	bombarde, kobarde	
2556	e	->	e	/	X dr	__		[]	[]	2	2	1.0	0.57	apedre, komadre	
2564	e	->	e	/	X ed	__	 y	[]	[]	2	2	1.0	0.57	torpede, konfeder	
2581	e	->	e	/	kr	__	 y	[]	[]	2	2	1.0	0.57	kre, krem	
2585	e	->	e	/	deb	__	 y	[]	[]	2	2	1.0	0.57	debeNg, debel	
2596	e	->	e	/	X agr	__	g	[]	[]	2	2	1.0	0.57	agreg, desagreg	
2606	e	->	e	/	X apr	__	sj	[]	[]	2	2	1.0	0.57	apresj, desapresj	
2637	e	->	e	/	X kort	__	 y	[]	[]	2	2	1.0	0.57	kortex, deskortes	
2639	e	->	e	/	X eNkars	__	l	[]	[]	2	2	1.0	0.57	eNkarsel, deseNkarsel	
2688	e	->	e	/	embel	__	 y	[]	[]	2	2	1.0	0.57	embeles, embeleñ	
2692	e	->	e	/	X ust	__	 y	[]	[]	2	2	1.0	0.57	sustent, embuste	
2694	e	->	e	/	emp	__	r y	[]	[]	2	2	1.0	0.57	emperr, empern	
2698	e	->	e	/	X pr	__	ñ	[]	[]	2	2	1.0	0.57	preñ, empreñ	
2701	e	->	e	/	eNkab	__	s y	[]	[]	2	2	1.0	0.57	eNkabes, eNkabestr	
2740	e	->	e	/	X eskab	__	 y	[]	[]	2	2	1.0	0.57	deskabes, eskabeC	
2762	e	->	e	/	X fras	__		[]	[]	2	2	1.0	0.57	parafrase, frase	
2765	e	->	e	/	X ul	__		[]	[]	2	2	1.0	0.57	bapule, gandule	
2770	e	->	e	/	X san	__		[]	[]	2	2	1.0	0.57	sane, olgasane	
2772	e	->	e	/	impr	__	 y	[]	[]	2	2	1.0	0.57	impregn, imprek	
2782	e	->	e	/	X ran	__		[]	[]	2	2	1.0	0.57	berane, xarane	
2784	e	->	e	/	mas	__	 y	[]	[]	2	2	1.0	0.57	maser, mase	
2788	e	->	e	/	op	__	 y	[]	[]	2	2	1.0	0.57	oper, oper	
2794	e	->	e	/	X pond	__	r	[]	[]	2	2	1.0	0.57	ponder, preponder	
2797	e	->	e	/	X rat	__		[]	[]	2	2	1.0	0.57	pirate, prorrate	
2806	e	->	e	/	X m	__	s y	[]	[]	2	2	1.0	0.57	meskl, remes	
2821	e	->	e	/	X lt	__		[]	[]	2	2	1.0	0.57	bolte, salte	
2847	e	->	e	/	X pas	__		[]	[]	2	2	1.0	0.57	pase, trapase	
2849	e	->	e	/	X trap	__	 y	[]	[]	2	2	1.0	0.57	kontrapes, trape	
2859	e	->	e	/	X tr	__	m	[]	[]	2	2	1.0	0.57	ekstrem, trem	
2867	e	->	e	/	X bol	__		[]	[]	2	2	1.0	0.57	bambole, bole	
316	e	->	e	/	al	__	 y	[]	[]	7	5	0.714	0.561	alex, alegr, aleg, alert, ale	alent, alebr
661	e	->	e	/	X op	__	 y	[]	[]	7	5	0.714	0.561	oper, estrope, atropej, kwoper, oper	tropes, desentropes
910	e	->	e	/	X str	__	 y	[]	[]	7	5	0.714	0.561	estrej, estreC, estren, rastre, ekstrem	restreg, estreg
918	e	->	e	/	X sp	__	r y	[]	[]	7	5	0.714	0.561	esper, desesper, prosper, dispers, eksasper	despert, despern
1098	e	->	e	/	X 	__	b	[]	[]	7	5	0.714	0.561	eleb, subleb, seb, releb, leb	neb, desneb
2113	e	->	e	/	X am	__	 y	[]	[]	7	5	0.714	0.561	lament, flame, jame, akaramel, ameNgw	ament, kasament
644	e	->	e	/	X t	__	r y	[]	[]	17	11	0.647	0.559	enter, alter, reiter, intern, altern, tersj, posterg, konstern, adulter, alterk, iter	enterr, aterr, desterr, desenterr, soterr, desaterr
43	e	->	e	/	X 	__	r y	[]	[]	120	89	0.742	0.558	esper, konsider, aserk, obserb, enter, super, rekuper, konserb, xener, alter, reserb, oper, eksaxer, aseler, serk, alberg, reiter, apoder, konbers	serr, despert, enserr, gobern, asert, enterr, aferr, deskonsert, aterr, konsert, desterr, err, aberj, desenterr, entreserr, soterr, serr, err, infern
665	e	->	e	/	X f	__	 y	[]	[]	19	12	0.632	0.548	afekt, enferm, feC, infekt, profes, blasfem, infest, bosifer, afe, desinfekt, defek, kontramanifest	manifest, konfes, efektw, aferr, infern, desaferr, ferr
502	e	->	e	/	X r	__	t	[]	[]	9	6	0.667	0.537	interpret, koNkret, dekret, sekret, ret, ekskret	apret, desapret, reapret
1325	e	->	e	/	X t	__	s y	[]	[]	9	6	0.667	0.537	kontest, protest, detest, bostes, anestesj, deskortes	atest, ates, entes
44	e	->	e	/	as	__	 y	[]	[]	16	10	0.625	0.534	asept, aserk, asend, aseC, asedj, ase, aser, ases, asekj, ased	asert, asent, asentw, asest, aserr, asensw
73	e	->	e	/	kont	__	 y	[]	[]	4	3	0.75	0.526	kontempl, kontest, kontent	kontekstw
371	e	->	e	/	X t	__	st	[]	[]	4	3	0.75	0.526	kontest, protest, detest	atest
445	e	->	e	/	estr	__	 y	[]	[]	4	3	0.75	0.526	estrej, estreC, estren	estreg
598	e	->	e	/	X nt	__	n y	[]	[]	4	3	0.75	0.526	intent, kontent, sentensj	deskontent
606	e	->	e	/	X 	__	sk y	[]	[]	4	3	0.75	0.526	meskl, pesk, refresk	eskj
1104	e	->	e	/	X er	__	n y	[]	[]	4	3	0.75	0.526	diferensj, seren, konferensj	merend
1167	e	->	e	/	arr	__	 y	[]	[]	4	3	0.75	0.526	arregl, arresj, arrest	arrend
1182	e	->	e	/	kom	__	 y	[]	[]	4	3	0.75	0.526	koment, komersj, komedj	komens
1241	e	->	e	/	res	__	 y	[]	[]	4	3	0.75	0.526	reserb, reset, resel	resent
1245	e	->	e	/	rem	__	 y	[]	[]	4	3	0.75	0.526	remedj, remed, remes	remend
1744	e	->	e	/	X t	__	k y	[]	[]	4	3	0.75	0.526	detekt, pretekst, ipotek	kontekstw
1788	e	->	e	/	X rm	__	 y	[]	[]	4	3	0.75	0.526	atorment, ferment, intermedj	eskarment
1944	e	->	e	/	X inf	__	 y	[]	[]	4	3	0.75	0.526	infekt, infest, desinfekt	infern
2002	e	->	e	/	X ins	__	 y	[]	[]	4	3	0.75	0.526	insendj, insert, sinsel	insens
2095	e	->	e	/	dest	__	 y	[]	[]	4	3	0.75	0.526	destej, destet, destempl	desterr
2147	e	->	e	/	X sem	__	 y	[]	[]	4	3	0.75	0.526	asemex, semex, sement	sement
283	e	->	e	/	s	__	 y	[]	[]	18	11	0.611	0.526	ses, sentr, sen, sek, serk, sed, sej, seb, sex, sens, sel	sent, serr, sembr, seg, seg, serr, sent
350	e	->	e	/	X res	__	 y	[]	[]	11	7	0.636	0.523	present, represent, reserb, presensj, preserb, reset, resel	akresent, resent, entreserr, sobresembr
940	e	->	e	/	X al	__	 y	[]	[]	17	11	0.647	0.518	alex, alegr, aleg, alert, tambale, apale, pedale, bale, ale, Capale, male	kalent, alent, desalent, rekalent, alebr, sobrekalent
276	e	->	e	/	X 	__	nt y	[]	[]	83	45	0.542	0.504	entr, present, intent, represent, koment, awment, enfrent, inbent, aliment, eksperiment, konsentr, sentr, lament, iNkrement, argument, adentr, kontent, foment, aparent	sent, kalent, asent, asentw, rebent, alent, atent, ment, tent, akresent, resent, ensaNgrent, desalent, rekalent, siment, eskarment, dent, bent, apasent
698	e	->	e	/	desp	__	 y	[]	[]	6	4	0.667	0.5	despex, despeg, despeC, despeñ	despert, despern
845	e	->	e	/	t	__	 y	[]	[]	6	4	0.667	0.5	tens, tersj, templ, teC	tembl, tent
1012	e	->	e	/	X nf	__	 y	[]	[]	6	4	0.667	0.5	enferm, infekt, infest, desinfekt	konfes, infern
1346	e	->	e	/	X ret	__	 y	[]	[]	6	4	0.667	0.5	korrete, pretekst, karrete, tixerete	retembl, retent
2700	e	->	e	/	X b	__	s y	[]	[]	6	4	0.667	0.5	bes, eNkabes, deskabes, eNkabestr	atrabes, trabes
228	e	->	e	/	X 	__	g y	[]	[]	44	24	0.545	0.493	entreg, peg, integr, arregl, alegr, agreg, nabeg, aleg, impregn, despeg, segreg, releg, desintegr, dobleg, koNgreg, deleg, leg, reintegr, apeg	neg, despleg, seg, pleg, reg, freg, reneg, restreg, repleg, soseg, deneg, aneg, desasoseg, seg, refreg, traseg, abneg, asoseg, estreg
636	e	->	e	/	X 	__	p y	[]	[]	8	5	0.625	0.489	asept, trep, diskrep, intersept, rept	ekseptw, konseptw, deskonseptw
1092	e	->	e	/	X p	__	s y	[]	[]	8	5	0.625	0.489	pes, pesk, apest, espes, kontrapes	empes, tropes, desentropes
1541	e	->	e	/	X as	__	r y	[]	[]	8	5	0.625	0.489	aserk, eksaserb, aser, maser, laser	asert, aserr, desasert
1711	e	->	e	/	X es	__	n y	[]	[]	8	5	0.625	0.489	present, represent, presensj, adesent, desentr	akresent, resent, desent
